_id,YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
273,2556,ทั่วราชอาณาจักร,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,616,บาท,สำนักงานสถิติแห่งชาติ
274,2556,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,749,บาท,สำนักงานสถิติแห่งชาติ
275,2556,ทั่วราชอาณาจักร,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,377,บาท,สำนักงานสถิติแห่งชาติ
276,2556,ทั่วราชอาณาจักร,ในเขตเทศบาล,การเดินทางและการสื่อสาร,5508,บาท,สำนักงานสถิติแห่งชาติ
277,2556,ทั่วราชอาณาจักร,ในเขตเทศบาล,การศึกษา,543,บาท,สำนักงานสถิติแห่งชาติ
278,2556,ทั่วราชอาณาจักร,ในเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,428,บาท,สำนักงานสถิติแห่งชาติ
279,2556,ทั่วราชอาณาจักร,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,126,บาท,สำนักงานสถิติแห่งชาติ
280,2556,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3011,บาท,สำนักงานสถิติแห่งชาติ
281,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,16344,บาท,สำนักงานสถิติแห่งชาติ
282,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,14487,บาท,สำนักงานสถิติแห่งชาติ
283,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),5662,บาท,สำนักงานสถิติแห่งชาติ
284,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,190,บาท,สำนักงานสถิติแห่งชาติ
285,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,105,บาท,สำนักงานสถิติแห่งชาติ
286,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,2948,บาท,สำนักงานสถิติแห่งชาติ
287,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,408,บาท,สำนักงานสถิติแห่งชาติ
288,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,472,บาท,สำนักงานสถิติแห่งชาติ
289,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,236,บาท,สำนักงานสถิติแห่งชาติ
290,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,3788,บาท,สำนักงานสถิติแห่งชาติ
291,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การศึกษา,190,บาท,สำนักงานสถิติแห่งชาติ
292,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,272,บาท,สำนักงานสถิติแห่งชาติ
293,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,215,บาท,สำนักงานสถิติแห่งชาติ
294,2556,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1858,บาท,สำนักงานสถิติแห่งชาติ
295,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,32425,บาท,สำนักงานสถิติแห่งชาติ
296,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,28326,บาท,สำนักงานสถิติแห่งชาติ
297,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),9019,บาท,สำนักงานสถิติแห่งชาติ
298,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,273,บาท,สำนักงานสถิติแห่งชาติ
299,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,155,บาท,สำนักงานสถิติแห่งชาติ
300,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,7330,บาท,สำนักงานสถิติแห่งชาติ
301,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,เครื่องนุ่งห่มและรองเท้า,760,บาท,สำนักงานสถิติแห่งชาติ
302,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ค่าใช้จ่ายส่วนบุคคล,958,บาท,สำนักงานสถิติแห่งชาติ
303,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,579,บาท,สำนักงานสถิติแห่งชาติ
304,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,การเดินทางและการสื่อสาร,7654,บาท,สำนักงานสถิติแห่งชาติ
305,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,การศึกษา,941,บาท,สำนักงานสถิติแห่งชาติ
306,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,การบันเทิง การอ่านและกิจกรรมทางศาสนา,565,บาท,สำนักงานสถิติแห่งชาติ
307,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,การจัดงานพิธีในโอกาสพิเศษ,93,บาท,สำนักงานสถิติแห่งชาติ
308,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4099,บาท,สำนักงานสถิติแห่งชาติ
309,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,32641,บาท,สำนักงานสถิติแห่งชาติ
310,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,28613,บาท,สำนักงานสถิติแห่งชาติ
311,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),9189,บาท,สำนักงานสถิติแห่งชาติ
312,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,276,บาท,สำนักงานสถิติแห่งชาติ
313,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,161,บาท,สำนักงานสถิติแห่งชาติ
314,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,7372,บาท,สำนักงานสถิติแห่งชาติ
315,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,778,บาท,สำนักงานสถิติแห่งชาติ
316,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,963,บาท,สำนักงานสถิติแห่งชาติ
317,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,611,บาท,สำนักงานสถิติแห่งชาติ
318,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,การเดินทางและการสื่อสาร,7638,บาท,สำนักงานสถิติแห่งชาติ
319,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,การศึกษา,947,บาท,สำนักงานสถิติแห่งชาติ
320,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,580,บาท,สำนักงานสถิติแห่งชาติ
321,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,97,บาท,สำนักงานสถิติแห่งชาติ
322,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4028,บาท,สำนักงานสถิติแห่งชาติ
323,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,31211,บาท,สำนักงานสถิติแห่งชาติ
324,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,26710,บาท,สำนักงานสถิติแห่งชาติ
325,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),8061,บาท,สำนักงานสถิติแห่งชาติ
326,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,254,บาท,สำนักงานสถิติแห่งชาติ
327,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,121,บาท,สำนักงานสถิติแห่งชาติ
328,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,7089,บาท,สำนักงานสถิติแห่งชาติ
329,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,662,บาท,สำนักงานสถิติแห่งชาติ
330,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,927,บาท,สำนักงานสถิติแห่งชาติ
331,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,397,บาท,สำนักงานสถิติแห่งชาติ
332,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,7744,บาท,สำนักงานสถิติแห่งชาติ
333,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,การศึกษา,908,บาท,สำนักงานสถิติแห่งชาติ
334,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,477,บาท,สำนักงานสถิติแห่งชาติ
335,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,70,บาท,สำนักงานสถิติแห่งชาติ
336,2556,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4501,บาท,สำนักงานสถิติแห่งชาติ
337,2556,ภาคกลาง,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,19728,บาท,สำนักงานสถิติแห่งชาติ
338,2556,ภาคกลาง,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,17239,บาท,สำนักงานสถิติแห่งชาติ
339,2556,ภาคกลาง,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6426,บาท,สำนักงานสถิติแห่งชาติ
340,2556,ภาคกลาง,รวม,เครื่องดื่มที่มีแอลกอฮอล์,299,บาท,สำนักงานสถิติแห่งชาติ
341,2556,ภาคกลาง,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,148,บาท,สำนักงานสถิติแห่งชาติ
342,2556,ภาคกลาง,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,3679,บาท,สำนักงานสถิติแห่งชาติ
343,2556,ภาคกลาง,รวม,เครื่องนุ่งห่มและรองเท้า,496,บาท,สำนักงานสถิติแห่งชาติ
344,2556,ภาคกลาง,รวม,ค่าใช้จ่ายส่วนบุคคล,627,บาท,สำนักงานสถิติแห่งชาติ
345,2556,ภาคกลาง,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,271,บาท,สำนักงานสถิติแห่งชาติ
346,2556,ภาคกลาง,รวม,การเดินทางและการสื่อสาร,4534,บาท,สำนักงานสถิติแห่งชาติ
347,2556,ภาคกลาง,รวม,การศึกษา,260,บาท,สำนักงานสถิติแห่งชาติ
348,2556,ภาคกลาง,รวม,การบันเทิง การอ่านและกิจกรรมทางศาสนา,384,บาท,สำนักงานสถิติแห่งชาติ
349,2556,ภาคกลาง,รวม,การจัดงานพิธีในโอกาสพิเศษ,115,บาท,สำนักงานสถิติแห่งชาติ
350,2556,ภาคกลาง,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2489,บาท,สำนักงานสถิติแห่งชาติ
351,2556,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21675,บาท,สำนักงานสถิติแห่งชาติ
352,2556,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18708,บาท,สำนักงานสถิติแห่งชาติ
353,2556,ภาคกลาง,ในเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6872,บาท,สำนักงานสถิติแห่งชาติ
354,2556,ภาคกลาง,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,278,บาท,สำนักงานสถิติแห่งชาติ
355,2556,ภาคกลาง,ในเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,135,บาท,สำนักงานสถิติแห่งชาติ
356,2556,ภาคกลาง,ในเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,4108,บาท,สำนักงานสถิติแห่งชาติ
357,2556,ภาคกลาง,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,594,บาท,สำนักงานสถิติแห่งชาติ
358,2556,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,756,บาท,สำนักงานสถิติแห่งชาติ
359,2556,ภาคกลาง,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,284,บาท,สำนักงานสถิติแห่งชาติ
360,2556,ภาคกลาง,ในเขตเทศบาล,การเดินทางและการสื่อสาร,4828,บาท,สำนักงานสถิติแห่งชาติ
361,2556,ภาคกลาง,ในเขตเทศบาล,การศึกษา,324,บาท,สำนักงานสถิติแห่งชาติ
362,2556,ภาคกลาง,ในเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,440,บาท,สำนักงานสถิติแห่งชาติ
363,2556,ภาคกลาง,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,88,บาท,สำนักงานสถิติแห่งชาติ
364,2556,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2967,บาท,สำนักงานสถิติแห่งชาติ
365,2556,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,18638,บาท,สำนักงานสถิติแห่งชาติ
366,2556,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,16417,บาท,สำนักงานสถิติแห่งชาติ
367,2556,ภาคกลาง,นอกเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6176,บาท,สำนักงานสถิติแห่งชาติ
368,2556,ภาคกลาง,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,310,บาท,สำนักงานสถิติแห่งชาติ
369,2556,ภาคกลาง,นอกเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,155,บาท,สำนักงานสถิติแห่งชาติ
370,2556,ภาคกลาง,นอกเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,3439,บาท,สำนักงานสถิติแห่งชาติ
371,2556,ภาคกลาง,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,441,บาท,สำนักงานสถิติแห่งชาติ
372,2556,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,555,บาท,สำนักงานสถิติแห่งชาติ
373,2556,ภาคกลาง,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,264,บาท,สำนักงานสถิติแห่งชาติ
374,2556,ภาคกลาง,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,4369,บาท,สำนักงานสถิติแห่งชาติ
375,2556,ภาคกลาง,นอกเขตเทศบาล,การศึกษา,225,บาท,สำนักงานสถิติแห่งชาติ
376,2556,ภาคกลาง,นอกเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,353,บาท,สำนักงานสถิติแห่งชาติ
377,2556,ภาคกลาง,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,130,บาท,สำนักงานสถิติแห่งชาติ
378,2556,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2221,บาท,สำนักงานสถิติแห่งชาติ
379,2556,ภาคเหนือ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,14066,บาท,สำนักงานสถิติแห่งชาติ
380,2556,ภาคเหนือ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,12317,บาท,สำนักงานสถิติแห่งชาติ
381,2556,ภาคเหนือ,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),4762,บาท,สำนักงานสถิติแห่งชาติ
382,2556,ภาคเหนือ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,156,บาท,สำนักงานสถิติแห่งชาติ
383,2556,ภาคเหนือ,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,62,บาท,สำนักงานสถิติแห่งชาติ
384,2556,ภาคเหนือ,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,2587,บาท,สำนักงานสถิติแห่งชาติ
385,2556,ภาคเหนือ,รวม,เครื่องนุ่งห่มและรองเท้า,372,บาท,สำนักงานสถิติแห่งชาติ
386,2556,ภาคเหนือ,รวม,ค่าใช้จ่ายส่วนบุคคล,430,บาท,สำนักงานสถิติแห่งชาติ
387,2556,ภาคเหนือ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,215,บาท,สำนักงานสถิติแห่งชาติ
388,2556,ภาคเหนือ,รวม,การเดินทางและการสื่อสาร,3148,บาท,สำนักงานสถิติแห่งชาติ
389,2556,ภาคเหนือ,รวม,การศึกษา,183,บาท,สำนักงานสถิติแห่งชาติ
390,2556,ภาคเหนือ,รวม,การบันเทิง การอ่านและกิจกรรมทางศาสนา,244,บาท,สำนักงานสถิติแห่งชาติ
391,2556,ภาคเหนือ,รวม,การจัดงานพิธีในโอกาสพิเศษ,160,บาท,สำนักงานสถิติแห่งชาติ
392,2556,ภาคเหนือ,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1749,บาท,สำนักงานสถิติแห่งชาติ
393,2556,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,15507,บาท,สำนักงานสถิติแห่งชาติ
394,2556,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,13463,บาท,สำนักงานสถิติแห่งชาติ
395,2556,ภาคเหนือ,ในเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),5087,บาท,สำนักงานสถิติแห่งชาติ
396,2556,ภาคเหนือ,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,161,บาท,สำนักงานสถิติแห่งชาติ
397,2556,ภาคเหนือ,ในเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,56,บาท,สำนักงานสถิติแห่งชาติ
398,2556,ภาคเหนือ,ในเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,2900,บาท,สำนักงานสถิติแห่งชาติ
399,2556,ภาคเหนือ,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,431,บาท,สำนักงานสถิติแห่งชาติ
400,2556,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,495,บาท,สำนักงานสถิติแห่งชาติ
401,2556,ภาคเหนือ,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,204,บาท,สำนักงานสถิติแห่งชาติ
402,2556,ภาคเหนือ,ในเขตเทศบาล,การเดินทางและการสื่อสาร,3383,บาท,สำนักงานสถิติแห่งชาติ
403,2556,ภาคเหนือ,ในเขตเทศบาล,การศึกษา,305,บาท,สำนักงานสถิติแห่งชาติ
404,2556,ภาคเหนือ,ในเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,300,บาท,สำนักงานสถิติแห่งชาติ
405,2556,ภาคเหนือ,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,140,บาท,สำนักงานสถิติแห่งชาติ
406,2556,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2045,บาท,สำนักงานสถิติแห่งชาติ
407,2556,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,13495,บาท,สำนักงานสถิติแห่งชาติ
408,2556,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,11863,บาท,สำนักงานสถิติแห่งชาติ
409,2556,ภาคเหนือ,นอกเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),4633,บาท,สำนักงานสถิติแห่งชาติ
410,2556,ภาคเหนือ,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,153,บาท,สำนักงานสถิติแห่งชาติ
411,2556,ภาคเหนือ,นอกเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,64,บาท,สำนักงานสถิติแห่งชาติ
412,2556,ภาคเหนือ,นอกเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,2463,บาท,สำนักงานสถิติแห่งชาติ
413,2556,ภาคเหนือ,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,348,บาท,สำนักงานสถิติแห่งชาติ
414,2556,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,404,บาท,สำนักงานสถิติแห่งชาติ
415,2556,ภาคเหนือ,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,219,บาท,สำนักงานสถิติแห่งชาติ
416,2556,ภาคเหนือ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,3055,บาท,สำนักงานสถิติแห่งชาติ
417,2556,ภาคเหนือ,นอกเขตเทศบาล,การศึกษา,135,บาท,สำนักงานสถิติแห่งชาติ
418,2556,ภาคเหนือ,นอกเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,222,บาท,สำนักงานสถิติแห่งชาติ
419,2556,ภาคเหนือ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,168,บาท,สำนักงานสถิติแห่งชาติ
420,2556,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1631,บาท,สำนักงานสถิติแห่งชาติ
421,2556,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,15092,บาท,สำนักงานสถิติแห่งชาติ
422,2556,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,13536,บาท,สำนักงานสถิติแห่งชาติ
423,2556,ภาคตะวันออกเฉียงเหนือ,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),5639,บาท,สำนักงานสถิติแห่งชาติ
424,2556,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,162,บาท,สำนักงานสถิติแห่งชาติ
425,2556,ภาคตะวันออกเฉียงเหนือ,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,81,บาท,สำนักงานสถิติแห่งชาติ
426,2556,ภาคตะวันออกเฉียงเหนือ,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,2619,บาท,สำนักงานสถิติแห่งชาติ
427,2556,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องนุ่งห่มและรองเท้า,353,บาท,สำนักงานสถิติแห่งชาติ
428,2556,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายส่วนบุคคล,438,บาท,สำนักงานสถิติแห่งชาติ
429,2556,ภาคตะวันออกเฉียงเหนือ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,200,บาท,สำนักงานสถิติแห่งชาติ
430,2556,ภาคตะวันออกเฉียงเหนือ,รวม,การเดินทางและการสื่อสาร,3349,บาท,สำนักงานสถิติแห่งชาติ
431,2556,ภาคตะวันออกเฉียงเหนือ,รวม,การศึกษา,166,บาท,สำนักงานสถิติแห่งชาติ
432,2556,ภาคตะวันออกเฉียงเหนือ,รวม,การบันเทิง การอ่านและกิจกรรมทางศาสนา,266,บาท,สำนักงานสถิติแห่งชาติ
433,2556,ภาคตะวันออกเฉียงเหนือ,รวม,การจัดงานพิธีในโอกาสพิเศษ,264,บาท,สำนักงานสถิติแห่งชาติ
434,2556,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1556,บาท,สำนักงานสถิติแห่งชาติ
435,2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,17834,บาท,สำนักงานสถิติแห่งชาติ
